# data
 -1.09829 4.39017 2.56068 0.121369
 -44.3409 3.96218 -13.2365 -34.4606
 49.2145 12.4495 14.3962 33.3685
 -33.7595 12.1583 -1.86549 -19.2864
 26.6635 17.4794 12.2277 18.3762
 67.2418 26.418 37.0593 58.4543
 36.6803 31.8149 40.0355 42.1086
 13.6681 34.4195 32.5828 20.3754
 68.1266 42.002 49.7054 59.5285
 60.035 48.2783 56.9265 60.9718
 161.234 64.1645 101.77 142.21
 78.5861 71.1679 96.2114 92.5299
 116.048 81.2914 107.685 112.424
 109.17 90.0623 111.901 110.937
 68.6079 94.091 98.1792 78.1718
 63.1593 96.9171 87.4706 67.1643
 50.6423 97.8713 75.7955 54.9091
 155.421 108.736 110.45 136.238
 48.2079 108.259 88.8079 66.9256
 -33.6183 99.0472 42.6859 -12.5851
 66.363 99.4279 54.2421 51.2875
 83.9217 101.196 68.3206 78.2597
 14.2356 95.6454 49.0492 27.9619
 122.518 100.664 80.4514 104.391
 80.2688 101.175 82.8135 86.0587
 129.342 106.333 103.834 121.593
 125.766 110.847 115.272 125.916
 106.027 113.086 114.344 110.989
 141.313 118.558 127.818 136.182
 192.912 128.871 156.677 182.551
 173.846 136.886 166.728 176.676
 122.536 139.338 152.307 134.425
 235.115 152.635 188.387 215.919
 210.295 162.946 200.575 212.553
 158.238 167.492 187.162 170.212
 213.628 177.031 200.981 205.937
 245.576 189.177 222.178 238.716
 192.324 195.346 213.83 202.739
 180.744 199.711 203.973 186.176
 257.543 211.129 228.547 244.248
 139.286 210.044 196.278 161.39
 203.446 214.776 202.011 195.925
 191.452 217.722 200.668 193.312
 223.614 223.327 212.634 218.5
 308.663 236.879 253.943 291.629
 229.488 241.877 247.606 243.084
 214.72 244.773 237.715 221.425
 224.237 248.032 235.358 224.64
 214.652 249.768 229.998 217.611
 170.184 246.532 208.841 180.601



