# data
 5 4.1 4.5 4.9
 6 7.899 7.255 6.291
 7 11.3991 9.11995 7.32719
 8 14.6052 10.5312 8.32754
 9 17.5247 11.7116 9.3243
 10 20.1669 12.7746 10.3207
 11 22.5433 13.7784 11.3172
 12 24.6666 14.7525 12.3136
 13 26.5509 15.712 13.3101
 14 28.2112 16.6647 14.3067
 15 29.6634 17.6143 15.3033
 15 30.8238 18.063 15.3999
 15 31.7099 18.2567 15.4056
 15 32.3402 18.321 15.4021
 15 32.7342 18.32 15.3977
 15 32.9114 18.2862 15.3933
 15 32.8917 18.2365 15.3889
 15 32.6952 18.1793 15.3846
 15 32.3413 18.1189 15.3803
 15 31.8494 18.0575 15.3761
 15 31.2382 17.9962 15.3719
 15 30.5257 17.9356 15.3678
 15 29.7292 17.876 15.3637
 15 28.8651 17.8174 15.3596
 15 27.9487 17.7599 15.3556
 15 26.9945 17.7036 15.3517
 15 26.0158 17.6484 15.3478
 15 25.0248 17.5943 15.3439
 15 24.0326 17.5413 15.3401
 15 23.0493 17.4894 15.3363
 15 22.0839 17.4385 15.3325
 15 21.1441 17.3887 15.3288
 15 20.2369 17.3399 15.3252
 15 19.3681 17.2921 15.3216
 15 18.5424 17.2453 15.318
 15 17.7639 17.1995 15.3145
 15 17.0356 17.1545 15.311
 15 16.3598 17.1105 15.3075
 15 15.738 17.0674 15.3041
 15 15.1709 17.0252 15.3007
 15 14.6589 16.9838 15.2973
 15 14.2015 16.9433 15.294
 15 13.7978 16.9036 15.2908
 15 13.4465 16.8647 15.2875
 15 13.1458 16.8266 15.2843
 15 12.8938 16.7893 15.2812
 15 12.688 16.7528 15.278
 15 12.526 16.717 15.2749
 15 12.4048 16.6819 15.2719
 15 12.3218 16.6476 15.2689



