# data
 0 0 1.6 1.6
 0.0204082 0.00408163 2.80408 2.08408
 0.0408163 0.0122449 3.63224 1.44359
 0.0612245 0.0242857 4.11929 0.233894
 0.0816327 0.0398469 4.3101 -0.816118
 0.102041 0.0584668 4.2554 -1.20317
 0.122449 0.0796231 4.00806 -0.856125
 0.142857 0.102771 3.61999 -0.0851202
 0.163265 0.127375 3.13976 0.649754
 0.183673 0.152935 2.61083 0.99849
 0.204082 0.179001 2.07041 0.874153
 0.22449 0.20519 1.54884 0.443729
 0.244898 0.231187 1.06945 -0.00614826
 0.265306 0.256752 0.648789 -0.236445
 0.285714 0.281714 0.297169 -0.165725
 0.306122 0.305965 0.0193814 0.120652
 0.326531 0.329455 -0.18443 0.446571
 0.346939 0.352182 -0.317849 0.651367
 0.367347 0.374184 -0.387263 0.667072
 0.387755 0.395525 -0.400983 0.533855
 0.408163 0.416291 -0.36844 0.358313
 0.428571 0.436579 -0.299494 0.246886
 0.44898 0.456491 -0.203852 0.252669
 0.469388 0.476126 -0.090615 0.359532
 0.489796 0.495579 0.0320561 0.504032
 0.510204 0.514934 0.157162 0.616596
 0.530612 0.534263 0.27898 0.657532
 0.55102 0.553625 0.393098 0.630903
 0.571429 0.573067 0.49637 0.57374
 0.591837 0.592619 0.586822 0.530936
 0.612245 0.612304 0.663516 0.531224
 0.632653 0.63213 0.726389 0.576047
 0.653061 0.652099 0.776083 0.64429
 0.673469 0.672204 0.813768 0.707352
 0.693878 0.692433 0.840983 0.744941
 0.714286 0.71277 0.859482 0.753563
 0.734694 0.733197 0.871102 0.744903
 0.755102 0.753695 0.87766 0.736952
 0.77551 0.774245 0.88086 0.743748
 0.795918 0.79483 0.882234 0.769147
 0.816327 0.815435 0.883099 0.806934
 0.836735 0.836044 0.884534 0.845941
 0.857143 0.856648 0.887374 0.876625
 0.877551 0.877237 0.892216 0.895513
 0.897959 0.897806 0.899437 0.905724
 0.918367 0.918351 0.909223 0.914092
 0.938776 0.938869 0.92159 0.927006
 0.959184 0.95936 0.936424 0.947303
 0.979592 0.979826 0.953512 0.973563
 1 1.00027 0.972567 1.00167



