# data
 -7.19658 4.16068
 -101.682 -15.635
 77.429 2.62975
 -96.5189 -16.0521
 16.3269 -10.0377
 89.4836 9.9324
 20.3606 13.6749
 -33.6637 5.99779
 67.2532 19.2462
 43.0699 25.9685
 237.468 70.5679
 64.1721 74.9262
 131.096 91.5827
 109.341 101.347
 20.2158 91.4934
 1.31867 78.4055
 -31.7155 59.7866
 169.842 83.373
 -52.5842 59.4862
 -224.237 3.80487
 -32.274 -6.90848
 -5.15656 -10.563
 -152.529 -42.8529
 56.0368 -29.1653
 -36.4625 -35.011
 53.6834 -21.6874
 38.532 -12.5514
 -8.94545 -13.7164
 53.6262 -2.03865
 148.825 27.4565
 102.691 44.2533
 -7.92721 36.7359
 209.231 73.2602
 151.59 93.671
 39.4768 88.7353
 142.257 104.358
 198.152 128.793
 83.6481 126.827
 52.4885 118.159
 198.087 139.031
 -46.4275 108.006
 73.8918 104.162
 41.9041 94.0837
 98.2271 96.242
 260.327 130.428
 93.9757 127.105
 56.4392 116.277
 67.4743 108.624
 40.304 96.2451
 -56.6327 65.8357
 6.18787 51.623
 186.714 75.4492
 219.47 103.287
 -21.5569 79.6751
 15.8251 66.2375
 271.957 105.706
 132.874 112.788
 102.81 112.844
 262.817 144.689
 -76.364 104.691
 181.796 120.703
 125.585 123.493
 180.56 136.762
 11.2457 114.39
 244.675 141.116
 190.733 153.779
 -6.57224 125.187
 127.597 126.513
 235.101 149.096
 121.116 146.085
 103.21 139.596
 42.1673 121.468
 135.515 124.05
 40.9056 107.423
 227.611 130.131
 146.756 134.077
 166.585 141.453
 152.326 145.004
 162.884 150.104
 277.174 177.297
 149.215 175.457
 299.769 203.571
 279.216 223.876
 216.057 228.595
 186.261 226.16
 180.901 222.342
 189.692 220.217
 -6.24375 178.719
 280.06 199.082
 160.384 193.057
 278.007 211.109
 286.091 228.504
 114.81 209.316
 195.264 208.167
 393.478 246.632
 182.824 238.21
 274.581 248.716
 -86.6573 185.391
 335.531 213.727
 176.557 207.038



