# data
 -0.121966 0.775607
 -0.086818 1.38517
 2.68429 2.3976
 1.92481 3.06139
 4.03327 3.99137
 5.74484 5.07852
 6.03361 6.01931
 6.47336 6.86018
 8.46253 7.92298
 9.2007 8.93164
 12.1247 10.3287
 11.3717 11.3318
 13.021 12.4648
 13.7834 13.5349
 13.8722 14.4136
 14.6632 15.264
 15.3128 16.0623
 18.3084 17.285
 17.0642 18.0347
 16.3276 18.4679
 19.2273 19.3515
 20.4784 20.3061
 19.9847 20.9745
 23.0504 22.1026
 23.1054 23.035
 24.9868 24.1586
 25.8153 25.2398
 26.3205 26.2173
 27.9263 27.3225
 29.8582 28.6051



